Rug,Коврик,,CVC,,,Object,87B8E5A1AA564D31392AA24360A055D6,Correct
Mug,Кружка,,CVC,,,Object,626A84AE461DD2CB321C29D1D8ADE808,BadImage
Lip,Губа,,CVC,,,Object,A9E3D8E20B516256783C488C31191C6B,Correct
Net,Сеть,,CVC,,,Object,D7B3FE898D94A3A84C4406A74937E754,Correct
Sun,Солнце,,CVC,,,Object,B1F23A69E36F4141EA672F250817208E,Correct
Pig,Свинья,,CVC,,,Object,B1E4B10FC10CF3F98DCB48CB1EDDAAF1,Correct
Zoo,Зоопарк,,CVC,,,Object,335FC89355A1E53FC54DB25F6A5BE9B5,Correct
Leg,Нога,,CVC,,,Object,9AF0B5B1821D270A423EC0F6726BDFDE,Correct
Wag,Ваг,,CVC,,,Object,242F834ABEA94FB826BEE9E7BF855C59,Correct
Jam,Варенье,,CVC,,,Object,37802EA235C56A26BC736569DF77C96E,Correct
Hen,Курица,,CVC,,,Object,9B195B0673FCF57116751FCE15F707E8,Correct
Bug,Ошибка,,CVC,,,Object,577D1D79D22ABBB7D371CF3609844B07,BadImage
Wig,Парик,,CVC,,,Object,488B89E21B29D6E9BCFDB556750C8176,Correct
Bun,Булочка,,CVC,,,Object,04BECCB0BD7ECA2A18A681E60ACAC6DD,Correct
Zip,Молния,,CVC,,,Object,8397B8EB8C11CFFF58DD48571B68ECC3,Correct
Jug,Кувшин,,CVC,,,Object,CB484F42AFDF992438CC61011D907FA2,BadImage
Ant,Муравей,,CVC,,,Object,B38EDC9C77DC63F0CF32BFBB0DB69196,Correct
Map,карта,,CVC,,,Object,BE7A6B1FDBFB0D7CBF42606E8C44512E,BadImage
Nut,Орех,,CVC,,,Object,14FC78074033AEBA98A28D2D498BCDD1,BadImage
Gum,Жвачка,,CVC,,,Object,E17F7D8A367B0B01591FFD5F3083DDFF,Correct
Kit,Набор,,CVC,,,Object,1AA799947B3E26D67C3206A35AAEECE0,Correct
Cup,Чашка,,CVC,,,Object,962FC1189609A8870557B2DF564A6F9E,Correct
Crab,Краб,,CCVC,,,Object,080C4ACB0E26EBFA00BFC96B9311A654,BadImage
Duck,Утка,,CCVC,,,Object,85268BAC1AA9E03AF13D842B3B90E5D8,Correct
Step,Шаг,,CCVC,,,Object,7A5AEBBA8EC02C16136A6656DD8470B9,Correct
Spot,Место,,CCVC,,,Object,5793D970D208B2445A12228AFF7B77B2,BadImage
Stop,Останавливаться,,CCVC,,,Object,06326A1A5879C4A0131D7E6971DFDEBE,Correct
Clap,Хлопать в ладоши,,CCVC,,,Object,21571E35FE3F2BC2F7D0B319CB993ADA,BadImage
Mask,Маска,,CCVC,,,Object,37D82F9C854708A2936C04B3CD2BB299,BadImage
Trap,Ловушка,,CCVC,,,Object,8D9F9EE069B46D5B32FD9C612E21B8DB,Correct
Clip,Клип,,CCVC,,,Object,795AC694E03248A3EBA0DFADFF8B4937,Correct
Plan,План,,CCVC,,,Object,69CDE8F08C795097EA68E95C5938C035,BadImage
Club,Клуб,,CCVC,,,Object,803EFC8A65BF6E2CA78F651B5AD14811,BadImage
Frisk,Фриск,,CCVC,,,Object,1FFC025699723CF3BBC51AB93CD9D9FF,BadImage
Trip,Путешествие,,CCVC,,,Object,123CBB93646450C0CCE0775C5F2AB1F2,Correct
Hand,Рука,,CVCC,,,Object,E1D7533B7FDD10C8F8E45D7EDF1D9629,Correct
Sock,Носок,,CVCC,,,Object,31BD353C4FB9C5D1252EF855427C9BEF,Correct
Fish,Рыба,,CVCC,,,Object,9E5A1AC384A36E5C700311769F04141D,BadImage
Pink,Розовый,,CVCC,,,Object,90C92DBA9411F48ACD13E68D79914B9F,Correct
Sand,Песок,,CVCC,,,Object,CAC2232E0E5D9BBA1B4FA21D0BF80E8B,Correct
Bush,Куст,,CVCC,,,Object,67E21AB4B752A994A67458764B80C0D2,BadImage
Bird,Птица,,CVCC,,,Object,EFBA8BB80D71B9C6E999F93422C880C7,Correct
Club,Клуб,,CVCC,,,Object,ACE0928AA4F8B443FD93C8ABEA5F27D6,BadImage
Frog,Лягушка,,CVCC,,,Object,657D3E954309E6DD4ABE74D9C572321C,BadImage
Hill,Холм,,CVCC,,,Object,D366BDD98EB61C75A74423048EE1225B,Correct
Ship,Корабль,,CVCC,,,Object,EA44F021CE38C67A6037932354DAAA84,Correct
List,Список,,CVCC,,,Object,D4CC5FF5AA346A04D93D8BDA629E3F0D,BadImage
Neck,Шея,,CVCC,,,Object,6BAFD43628660354E3E83965A714646A,BadImage
Mint,Мята,,CVCC,,,Object,A7A1D0800CF09F445D05CA25D329C850,Correct
Bark,Лаять,,CVCC,,,Object,2798921E90785854F72E6DF2C008658A,BadImage
Land,Земля,,CVCC,,,Object,9EE375A1AA31E4BC7DBD48EFE32718E6,Correct
Card,Карта,,CVCC,,,Object,E606369A997112154C8F1AB3096BE2D9,BadImage
Crab,Краб,,CVCC,,,Object,C43A25B068BDA2F9D575E9CE524E4EC6,Correct
Flag,Флаг,,CVCC,,,Object,FA30E9319AF96E118E0E564A7C918B94,Correct
Path,Путь,,CVCC,,,Object,B0212CB8D5FF4F027D284241BAA28CD5,Correct
Drum,Барабан,,CVCC,,,Object,E16B137608F94BAC0F1E8617848590B8,Correct
Nest,Гнездо,,CVCC,,,Object,310943354CFFFBB21B6FCAAEFB91426F,Correct
Risk,Риск,,CVCC,,,Object,29E18EF943BCE793C5B783E23145A9A0,Correct
Luck,Удача,,CVCC,,,Object,707209C68DDDECAC64B2B1F7FD5B2C67,BadImage
Gift,Подарок,,CVCC,,,Object,BB4DEA9DCEE95D01E6DD2C2350D4080D,Correct
Kick,Пинать,,CVCC,,,Object,72EA20940004B74B83D5A1E9A1D6BAFD,Correct
Game,Игра,,CVCe,,,Object,D80FE2DD2E4E8E611D4740669ED0D503,BadImage
Kite,Летающий змей,,CVCe,,,Object,6025DAC23E31D65C3ED223A316777225,Correct
Tune,Мелодия,,CVCe,,,Object,D682E4E6E71D6F7F55643F2B97B53866,BadImage
Nose,Нос,,CVCe,,,Object,219CE82B1EBBC88817A23729D92A4279,Correct
Date,Дата,,CVCe,,,Object,0ED314F20C7FD86CA14B8D6EC6693781,BadImage
Dove,Голубь,,CVCe,,,Object,35EF6A53514904A6648FFDA3B266173F,Correct
Hope,Надеяться,,CVCe,,,Object,3B3BB372F478AC0DDC9C916970693E19,Correct
Jade,Джейд,,CVCe,,,Object,E0ECBCA7D939D39D03653FDC2424C439,BadImage
Lime,Лайм,,CVCe,,,Object,7BDB08D8085AB145BA0C58894914C0BB,Correct
Cape,мыс,,CVCe,,,Object,382101485C02E72F51097855007FC760,Correct
Mice,Мыши,,CVCe,,,Object,51DFC405CC282339E8ECD331416D51EA,Correct
Dime,Копейки,,CVCe,,,Object,55F844E16431BA5403B45E93F0DE56C1,Correct
Hose,Шланг,,CVCe,,,Object,CABBF38A16D35E9BDF95B5A624C66401,Correct
Lake,Озеро,,CVCe,,,Object,6A19505D23ED41BF15B3B0EB0F354BDA,Correct
Wave,Волна,,CVCe,,,Object,AF101674C9B49A8F7BE4CB623CD3CBBD,Correct
Ride,Поездка,,CVCe,,,Object,F44C5928EF39834142F887119CB27FFF,BadImage
Dune,Дюна,,CVCe,,,Object,95DF1DCA45D583518873158107ACF410,Correct
Robe,Халат,,CVCe,,,Object,5077FA8DCA92220E1CEB6749685F316D,Correct
Pole,Столб,,CVCe,,,Object,CFF1BA40D5A99C986C50CE85BAAB4D46,BadImage
Fume,По -прежнему,,CVCe,,,Object,48697FF45BABE70AC54FDBD7B94303B7,BadImage
Gene,Ген,,CVCe,,,Object,561A315D9692C88EC5A7AAAFDE043B01,Correct
Mane,Грива,,CVCe,,,Object,9FD51AB01B8E4BC409DD0AC4319C4EDC,Correct
Cone,Конус,,CVCe,,,Object,1BB605CB65133E3A45A10E101D9A7E5D,Correct
Life,Жизнь,,CVCe,,,Object,9F1C71D2DD2968033F01E1A071DFD6A0,BadImage
Side,Сторона,,CVCe,,,Object,150FC5A2CFF2F7D697360D6A6AF8B3D7,BadImage
Lobe,Доли,,CVCe,,,Object,930F9B688390846C5A61691BD4E9853B,BadImage
Fame,Слава,,CVCe,,,Object,323122CAF9D36FA24B5628C86F79F446,BadImage
Sale,Распродажа,,CVCe,,,Object,96DC0F9B60AEAB1A001A984DDA84F93E,BadImage
Can,,,CVC,,,Object,A83ED744BACF8EA47B6E555915092403,Correct
Bin,,,CVC,,,Object,FB331564907FEFAD1AB3D83A3F3B40B2,BadImage
Cob,,,CVC,,,Object,6BF9094E9E3B1208A11FF86E8DB44C09,Correct
Dip,,,CVC,,,Object,14F3D25470E6D66FA024E01031FF5F6F,BadImage
Fig,,,CVC,,,Object,75AAD49BC849541F830E68C06EC50F22,Correct
Hog,,,CVC,,,Object,08C7898DB39D550C76092F08EE2609CF,BadImage
Jib,,,CVC,,,Object,E371089B129E1F864D3C1C4FB6E8A5F3,BadImage
Keg,,,CVC,,,Object,8BD2E892A42BF5685047D6BCE5877C04,BadImage
Lip,,,CVC,,,Object,B3E36BFB8393562091A68B7FB45BA840,Correct
Mop,,,CVC,,,Object,C92751340DFDB8F28BA15C9B20189D5D,Correct
Nib,,,CVC,,,Object,4AAF685EA9A0B896589E47376D2D07E7,Correct
Oar,,,CVC,,,Object,8A4F23B4C359C3A15AFB42FDCECCC6A1,Correct
Pup,,,CVC,,,Object,7830A0982831BDEC9DA31BAD5E932AE8,Correct
Quip,,,CVC,,,Object,BBBD0B9DEEE92F2AF69485A1780B3473,BadImage
Frog,,,CCVC,,,Object,0582A26A906BC60237EBE4A2D5967BB1,Correct
Drum,,,CCVC,,,Object,FF9F548C89CDF3DA5D529626FE3A5E68,Correct
Flag,,,CCVC,,,Object,85092AD71139B975D8DA69CC79AF0D9A,Correct
Tree,,,CCVC,,,Object,8C3A6E4A2C4AD467802C415A7DD5DF5F,Correct
Plug,,,CCVC,,,Object,58CC997A7823FF4AF1A001BBB8801B72,Correct
Star,,,CCVC,,,Object,327E8BEA5BADB6AF23171553E0C40218,Correct
Spin,,,CCVC,,,Object,18911BAC7F59942B001A1F2E33B4C341,BadImage
Crowd,,,CCVC,,,Object,5057AB1801B2C4037EC2E085D2335536,Correct
Brick,,,CCVC,,,Object,957E326F08A31C0A9DE61F357D5B1B94,Correct
Clown,,,CCVC,,,Object,08F7307060F262BDA890F9EC644160DF,Correct
Shop,,,CCVC,,,Object,7B16D32287E095BAB3D7F7E3D7847CAB,Correct
Plant,,,CCVC,,,Object,6971685EDBE9261AC540D0C551CA4BEC,BadImage
Truck,,,CCVC,,,Object,1B558477D6A126A82B663E6BF347FFBF,BadImage
Stick,,,CCVC,,,Object,810507FB44FFEB9D9EC2B26D03A30DB4,Correct
Grass,,,CCVC,,,Object,EDEDD3FD4D58D96934EF65D68090C4A1,Correct
Brush,,,CCVC,,,Object,950671952D42FBA7F72CB342EB491BA6,Correct
Desk,,,CCVC,,,Object,6047974D2A9861344D650073E619B709,Correct
Skirt,,,CCVC,,,Object,372E8A12F4758C63B4DFFDFAC7808C01,Correct
Snow,,,CCVC,,,Object,659824107F9A51690EDA2EC1EDA397C3,Correct
Skin,,,CCVC,,,Object,FA20DC1C764D8313908E580349461D6B,BadImage
Blow,,,CCVC,,,Object,E60AD4F550B7683C81C50BB724AD235B,BadImage
Crab,,,CCVC,,,Object,E40CE454CA42125009A56C4A1A2B2333,BadImage
Duck,,,CCVC,,,Object,035F2EBBDD8553C001D9E030CD55AC84,BadImage
Step,,,CCVC,,,Object,475916D23878227654664AB6B373BA61,Correct
Spot,,,CCVC,,,Object,6455D8FDA6D885772CD8CE93F68938F4,BadImage
Stop,,,CCVC,,,Object,5AD8AA656296A411019B7BD87C676266,Correct
Doll,,,CVCC,,,Object,087F081D0E00599B7C6ACFAB2CDC8B53,Correct
Leaf,,,CVCC,,,Object,388F7618493D1137CA08F7C83DA2C62C,Correct
Book,,,CVCC,,,Object,FEF1A4CE39ECA4E80E8FED0C1B894E24,Correct
Wall,,,CVCC,,,Object,CB6F491CD0E3FCBDE4886FB8289AE057,Correct
Mace,,,CVCe,,,Object,D4C38C8B2B6BD8BE8694AEC9785933B5,Correct
Lute,,,CVCe,,,Object,9590E571307351A4AC2214CD45BADE46,BadImage
Tote,,,CVCe,,,Object,43A50F5E5D7C74B9E6E9B818251E2D47,Correct
Flute,,,CVCe,,,Object,CFE792ABE88322FBBAD32DE5903A5EA5,Correct
Dose,,,CVCe,,,Object,AA03ABA696B8BBA885624707298C209C,BadImage
,#VALUE!,,,Dinosaurces,,Object,77F8146A7CC4C5A6F6D9D15C91BAD223,Correct
,#VALUE!,,,Cars,,Object,3F7A71701D87E8AC014591B48B43EA43,Correct
,#VALUE!,,,Drawing,,Object,A865578BCA345DB0AEAB44E104A75D4C,Correct
,#VALUE!,,,Builging Blocks,,Object,387A54A2A0ACF8E63D6D4F6D23339FE6,Correct
,#VALUE!,,,Singing,,Object,16952DF2BBD70A48720429FADF86FF42,BadImage
,#VALUE!,,,Singing,,Object,B0C4AF6DCE0C91401E16DA8DF32085A2,Correct
,#VALUE!,,,Candy,,Object,9866F2F4A8DB6813189B033AE1FED700,Correct
,#VALUE!,,,Nature,,Object,E2AC931F6BBEF4247F016F77BB2A69FB,Correct
,#VALUE!,,,Cartoon monsters,,Object,45CEB3E2FEB4A2A304107CC5499022A5,Correct
,#VALUE!,,,Cartoon monsters,,Object,8D296FCA05239BB86129F575CE11D5FC,Correct
,#VALUE!,,,Cartoon monsters,,Object,662CEFBB0A48A1397852E502BC5A73A9,Correct
,#VALUE!,,,Dinosaurces,,Object,53D17C147659BF09FEF753D341D6B749,BadImage
,#VALUE!,,,Dinosaurces,,Object,346484D2046C2E26CAEFF6C80ED0AB88,Correct
,#VALUE!,,,Dinosaurces,,Object,B3D913EE9EA8C1B9A478E1E52CFD87DB,Correct
,#VALUE!,,,Dinosaurces,,Object,2E38D704F6A8799E355A043CE35A02ED,Correct
,#VALUE!,,,Dancing,,Object,6DE03F8A2BF8D68EBCC97F2E6683A569,Correct
,#VALUE!,,,Dancing,,Object,DD07680517BB040CC52F839D1B318725,Correct
,#VALUE!,,,Magic,,Object,BB10DEFA6CB336A9342CE5538355CBB4,Correct
,#VALUE!,,,Magic,,Object,772E93DD390228DADC55D00C98EED214,Correct
,#VALUE!,,,Magic,,Object,950E3677239D6F6F6E57F168AE2F3A06,Correct
,#VALUE!,,,Magic,,Object,BF66FD8896110A06477CFDC153AB5238,Correct
,#VALUE!,,,Magic,,Object,7BABF14950A6B4353C71EF034D0CF672,Correct
,#VALUE!,,,Space,,Object,681C57178379A2B996BF236FCAE317B2,Correct
,#VALUE!,,,Space,,Object,9FA180A9E7911D4003464470DE991DFA,Correct
,#VALUE!,,,Cars,,Object,FB829EDD6DA078D29D98F0875155F588,Correct
,#VALUE!,,,Cars,,Object,3FDF0DC7784F9979B0915540E3C04B13,Correct
,#VALUE!,,,Cars,,Object,AB710409BCB8EAEB062906C326E8D278,Correct
,#VALUE!,,,Cars,,Object,4C2BFC55DFE8BD04237568D405783B5D,Correct
,#VALUE!,,,Drawing,,Object,098E66D7182952B5B590B1EDD94673DD,Correct
,#VALUE!,,,Drawing,,Object,7E049F4360644A7A389FA05F26615541,Correct
,#VALUE!,,,Builging Blocks,,Object,6D658D95652F1FB64817F22675E4811A,Correct
,#VALUE!,,,Builging Blocks,,Object,926ABD50123CC884E037D3329F352256,Correct
,#VALUE!,,,Builging Blocks,,Object,84A5A45DD4BC11431E1940700560C9FE,Correct
,#VALUE!,,,Animals,,Object,5B39E1ADC6FC6079BDB153C242BB9393,Correct
,#VALUE!,,,Animals,,Object,CB3C9023884F91D8C45C8A478817AD22,Correct
,#VALUE!,,,Animals,,Object,92D7C3863AE7260CED5AE4A381188AAC,Correct
,#VALUE!,,,Singing,,Object,C9A3B323236766567C78167C81442861,Correct
,#VALUE!,,,Singing,,Object,AE30AB6C73E639A94ECAD47505206131,Correct
,#VALUE!,,,Singing,,Object,6818B459845B8C7B41A8F2BD6A3C2E55,Correct
,#VALUE!,,,Singing,,Object,DD9654C9B5517AE03E7CF1ADDF5B9D0A,Correct
,#VALUE!,,,Adventures,,Object,775A97D6DBB9DCB9A4D9E00133D695B1,Correct
,#VALUE!,,,Adventures,,Object,ECBF3AFBB9D8CB2DEEE3AB17E11DEA5E,Correct
,#VALUE!,,,Adventures,,Object,BEDC6E7FD2EA89DE58439D024F8800FD,Correct
,#VALUE!,,,Adventures,,Object,2E86736C0846F9322227D9DAE4FBD98F,BadImage
,#VALUE!,,,Adventures,,Object,13C0A716B24BBE8066FF77AA12D1EA06,Correct
,#VALUE!,,,Adventures,,Object,FEDB4B49A624DD8186F3CD03FB5D7CE8,BadImage
,#VALUE!,,,Videogames,,Object,2EBF5F651735172C26466D5356EBE85E,Correct
,#VALUE!,,,Videogames,,Object,364AC51B911DAB4987BB06571E8C991C,Correct
,#VALUE!,,,Videogames,,Object,BC544DB6EABE2D233538FEA1B7FD0916,Correct
,#VALUE!,,,Videogames,,Object,9B4109386E11599E9B1D9F83821B9857,Correct
,#VALUE!,,,Videogames,,Object,BC342EE164761F7E6D384F401B72F103,Correct
,#VALUE!,,,Experiments,,Object,9F43F8E6D294FC6CC0F41D24A746E1F7,BadImage
,#VALUE!,,,Experiments,,Object,5B34F2394EC58EB50F495E40CC6303DD,Correct
,#VALUE!,,,Experiments,,Object,DDFF3711D88D2719096F8A16CD45B4B2,Correct
,#VALUE!,,,Experiments,,Object,FF3B4660792E765ABE7E7A56BE74B8A8,Correct
,#VALUE!,,,Experiments,,Object,7DD8175866B0AA84D5C7028EA071ADA8,Correct
,#VALUE!,,,Candy,,Object,B358AAEBAAEE4C35175BFCF49B1C60F6,Correct
,#VALUE!,,,Candy,,Object,191F7DAF483B53AC2DCFE02C6AD3B3D5,Correct
,#VALUE!,,,Candy,,Object,A92C1B89142DE43359F431C73EB5219A,Correct
,#VALUE!,,,Candy,,Object,B864D16B910068B80C22DAF51363BCED,Correct
,#VALUE!,,,Nature,,Object,C3AEB1907AE28C56274658549ECF4DCD,Correct
,#VALUE!,,,Nature,,Object,12009F2E83760FB747B03B1651C8C89F,Correct
,#VALUE!,,,Nature,,Object,EE90172CC93873F8B2FA4877B36DDA14,Correct
,#VALUE!,,,Nature,,Object,4D4CDB6CD7EF3876A9C89DB00E304105,Correct
,#VALUE!,,,Science,,Object,71E2B1BEF91D0BD97DE1C2057F7FC9ED,Correct
,#VALUE!,,,Science,,Object,EEF4847328687660C57791FA30403DAE,Correct
,#VALUE!,,,Science,,Object,172BC5212A5711F3D77882733D29075C,Correct
,#VALUE!,,,Science,,Object,32D373F044104245936201702531ED2D,Correct
,#VALUE!,,,Science,,Object,7FA4DB7C0027799370DB23AF0BBC6CE8,BadImage
,#VALUE!,,,Cartoon monsters,,Object,AC2AE97BBD8C44BD412FC4F58F016D4C,BadImage
,#VALUE!,,,Cartoon monsters,,Object,F94F0BCD38E66A404794B50FE716A08D,Correct
,#VALUE!,,,Cartoon monsters,,Object,27AEA683792904C4D3DDA86A283700B2,Correct
,#VALUE!,,,Cartoon monsters,,Object,59E5C9D2C51A41A1FD23EDC5E4183DEB,Correct
,#VALUE!,,,Cartoon monsters,,Object,5D88AD81EB70C209333751610D583373,Correct
,#VALUE!,,,Cartoon monsters,,Object,DB9957C34BA3E5EA3ABDD0266067DEB6,Correct
,#VALUE!,,,Cartoon monsters,,Object,6533287A35E3F5DC09215C8359EFFE46,Correct
,#VALUE!,,,Cartoon monsters,,Object,9BC818522A55FC13674F32C728421CB1,Correct
,#VALUE!,,,Cartoon monsters,,Object,67FC69AB35D96EFF48B0C910D2EBDED2,Correct
,#VALUE!,,,Cartoon monsters,,Object,B806B1C47D2AAA8982A465BD91908DDD,Correct
,#VALUE!,,,Cartoon monsters,,Object,B004A5AA84819A49C19B928036396A9E,Correct
,#VALUE!,,,Cartoon monsters,,Object,807B8A82E09C1705B4074D2213E7992E,Correct
,#VALUE!,,,Cartoon monsters,,Object,FD7983894720CBB1248DF12507B49435,BadImage
,#VALUE!,,,Cartoon monsters,,Object,723A3C6EC5293A7EFFFF16DA1116C453,Correct
,#VALUE!,,,Cartoon monsters,,Object,DE06D431B23A74AC2ADB261CECBF6D0F,Correct
,#VALUE!,,,Cartoon monsters,,Object,4B9B7E5D491E8A74A03BDED63FF80C73,Correct
,#VALUE!,,,Cartoon monsters,,Object,EFA7D6C7F0E8E5CD5B2749903AF34E14,Correct
,#VALUE!,,,Cartoon monsters,,Object,8D0D10F006D9146CCDBDA7B287B49B53,Correct
,#VALUE!,,,Dinosaurces,,Object,5DFE6ADC8C8AB30196B0976012ADA435,BadImage
,#VALUE!,,,Dinosaurces,,Object,46DEF13CAFF94FF50D2D47610116F314,Correct
,#VALUE!,,,Dinosaurces,,Object,21F4ECA3041304F05F37B076F02EDBAA,Correct
,#VALUE!,,,Dinosaurces,,Object,375044535050D73C506CFFE2CE4B4B60,Correct
,#VALUE!,,,Dinosaurces,,Object,750F846CBDEBE32F8F3517B51B6E33C8,Correct
,#VALUE!,,,Dinosaurces,,Object,D6940EDFD13CA32A25D93B6F98EF4F9C,Correct
,#VALUE!,,,Dinosaurces,,Object,429281D94D8133B7941C187DD88A9539,Correct
,#VALUE!,,,Dinosaurces,,Object,2DF16B6B2C364E509BDBACD3F5A19AC1,Correct
,#VALUE!,,,Dinosaurces,,Object,888C1D503C6812DB6CD902831462ADDA,Correct
,#VALUE!,,,Dinosaurces,,Object,76A50A2D3AA0E1DACD3AE6D5D3000D52,Correct
,#VALUE!,,,Dinosaurces,,Object,9300C5CE14268CB9E2F6D2FD31E4C1EE,Correct
,#VALUE!,,,Dinosaurces,,Object,A7868266F3C59B216586157E37FA2D8F,Correct
,#VALUE!,,,Dinosaurces,,Object,3E706E7CA90BF73620FBC1A5EDD1ED61,Correct
,#VALUE!,,,Dinosaurces,,Object,83EC335B92A214975A941A02F10A9E0E,BadImage
,#VALUE!,,,Dancing,,Object,3A53D57CA03636444BB6EB5135153B0A,Correct
,#VALUE!,,,Dancing,,Object,31C2F4328AA037B89E97B93333EC1666,Correct
,#VALUE!,,,Dancing,,Object,7EAB09088ACB4231BE17A74719F4DDF3,Correct
,#VALUE!,,,Dancing,,Object,4F54DCC1EDC1D9EAD2C78BBCE8D77067,BadImage
,#VALUE!,,,Dancing,,Object,4C3BC09D0091C8CEF74F05235DAF55F2,Correct
,#VALUE!,,,Dancing,,Object,66A35C68BC9448CDAE5F9244D483186E,Correct
,#VALUE!,,,Dancing,,Object,E8BA66546EDBEE0A1F1B78D27BC4A8DF,Correct
,#VALUE!,,,Magic,,Object,DAA2AA72A65AB17119CD11011CB341B0,Correct
,#VALUE!,,,Magic,,Object,70D89415740ECEB57EF6E461FBB64EC1,Correct
,#VALUE!,,,Magic,,Object,3435193A64107CC3EA84D30DBAF0626B,Correct
,#VALUE!,,,Magic,,Object,F515C8A230D23AFD1D9FA9FD8658BBF4,Correct
,#VALUE!,,,Magic,,Object,8D91C351508FFE93C6A45CAB34EE72EE,Correct
,#VALUE!,,,Magic,,Object,D16EF81AC2125735458A6ABB1ABF94B4,Correct
,#VALUE!,,,Magic,,Object,10AE4908DFAA14A89378ED9D227E4087,BadImage
,#VALUE!,,,Magic,,Object,2AD7D0C1E1EF27302B346FAB6A61A37A,Correct
,#VALUE!,,,Magic,,Object,051B2B378A05D075CB6FF7417DB77803,BadImage
,#VALUE!,,,Magic,,Object,91583931F76BF0E4174D9D3590F04142,BadImage
,#VALUE!,,,Magic,,Object,17CBF4902EC410055DAAB3872F17526D,BadImage
,#VALUE!,,,Magic,,Object,13B7F732B5AB04AA55A8712C35D84BE8,BadImage
,#VALUE!,,,Magic,,Object,086F019A4929F2386876324056B7BB66,BadImage
,#VALUE!,,,Magic,,Object,A61F9AD9597EA7839EE3B0CBD0AE4BA7,BadImage
,#VALUE!,,,Magic,,Object,2BC51F8009732F7C02B6E7A004D6FF90,Correct
,#VALUE!,,,Space,,Object,C05B14BC023FD73A0BBB0CA7FAAB0B25,BadImage
,#VALUE!,,,Space,,Object,A077DC4838A6C0599556078DBF440D6C,Correct
